Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Area,Severity,Arrest_Made
285,Cheating,Delhi City,28.689456,77.129812,05-01-2023,01:43:14,Industrial Area,2,Yes
286,Cheating,Delhi City,28.721514,77.093234,05-03-2024,07:21:14,Market Area,2,No
287,Hurt,Delhi City,28.686619,77.089795,14-04-2023,15:00:58,Commercial District,2,No
288,Riots,Delhi City,28.704995,77.121161,03-03-2024,08:40:35,Market Area,4,No
289,Counterfeiting,Delhi City,28.709981,77.121277,21-04-2023,22:14:20,Commercial District,4,No
290,Drug Offenses,Delhi City,28.679135,77.115302,23-01-2023,11:16:11,Commercial District,4,Yes
291,POCSO Cases,Delhi City,28.681963,77.118814,09-08-2024,14:40:10,Suburb,4,Yes
292,POCSO Cases,Delhi City,28.675204,77.105854,04-05-2024,22:20:54,Suburb,5,Yes
293,Counterfeiting,Delhi City,28.696902,77.132419,03-01-2023,16:15:21,Downtown,3,Yes
294,Arson,Delhi City,28.705598,77.08821,23-07-2024,16:55:49,Market Area,3,Yes
295,Cheating,Delhi City,28.702749,77.113178,26-08-2023,09:29:27,Residential Zone,2,No
296,Riots,Delhi City,28.718495,77.126902,02-04-2023,10:28:50,Suburb,4,Yes
297,Cyber Crime,Delhi City,28.694778,77.107421,03-09-2023,23:50:06,Market Area,3,Yes
298,Burglary,Delhi City,28.674655,77.076292,28-02-2023,07:49:22,Commercial District,3,No
299,Hurt,Delhi City,28.69444,77.0912,04-06-2024,06:05:18,Suburb,2,Yes
300,Hurt,Delhi City,28.677659,77.105275,07-02-2023,17:48:50,Downtown,1,Yes
301,Sexual Harassment,Delhi City,28.717462,77.096874,04-01-2024,22:21:32,Commercial District,3,Yes
302,Cyber Crime,Delhi City,28.708629,77.106376,01-10-2023,19:34:50,Downtown,3,No
303,Riots,Delhi City,28.700303,77.123253,03-03-2023,21:31:50,Suburb,4,Yes
304,Counterfeiting,Delhi City,28.705788,77.11893,11-08-2024,11:07:38,Residential Zone,3,No
305,Gambling,Delhi City,28.728037,77.081751,19-05-2023,18:06:54,Commercial District,1,No
306,Hurt,Delhi City,28.729104,77.11422,07-02-2023,22:55:36,Suburb,2,Yes
307,Sexual Harassment,Delhi City,28.68968,77.113868,18-07-2024,03:27:57,Downtown,5,Yes
308,Auto Theft,Delhi City,28.724225,77.07807,24-09-2023,01:29:50,Market Area,2,No
309,Sexual Harassment,Delhi City,28.705068,77.123292,24-02-2024,12:57:36,Market Area,4,No
310,Sexual Harassment,Delhi City,28.694392,77.119501,17-10-2023,00:16:15,Suburb,3,Yes
311,Cyber Crime,Delhi City,28.6851,77.127878,27-06-2023,22:29:31,Residential Zone,3,No
312,Arson,Delhi City,28.706673,77.09559,02-01-2024,04:54:39,Downtown,4,No
313,Sexual Harassment,Delhi City,28.699967,77.112084,20-02-2023,10:49:23,Commercial District,5,No
314,Riots,Delhi City,28.701874,77.078677,03-03-2024,18:53:31,Downtown,3,No
315,Hurt,Delhi City,28.71217,77.099096,05-10-2023,15:00:49,Suburb,1,Yes
316,Cheating,Delhi City,28.680524,77.102343,21-10-2024,19:55:57,Residential Zone,1,No
317,Cyber Crime,Delhi City,28.691806,77.102763,09-11-2024,17:13:37,Downtown,3,No
318,Theft,Delhi City,28.699216,77.132035,28-09-2024,01:00:44,Downtown,2,No
319,POCSO Cases,Delhi City,28.733256,77.094101,22-07-2024,15:16:58,Residential Zone,4,Yes
320,Auto Theft,Delhi City,28.689851,77.094606,11-03-2024,06:05:11,Market Area,3,No
321,Theft,Delhi City,28.701295,77.116935,03-01-2024,12:50:45,Market Area,2,No
322,Drug Offenses,Delhi City,28.683714,77.120122,22-09-2024,02:47:01,Residential Zone,4,Yes
323,Arson,Delhi City,28.68524,77.107592,16-04-2023,04:18:02,Industrial Area,4,No
324,Criminal Breach of Trust,Delhi City,28.683289,77.111233,05-02-2024,15:25:46,Downtown,2,No
325,Gambling,Delhi City,28.716731,77.080404,10-06-2024,16:59:17,Commercial District,1,No
326,Auto Theft,Delhi City,28.71681,77.118721,10-08-2023,07:42:06,Downtown,3,No
327,POCSO Cases,Delhi City,28.687147,77.10505,28-01-2023,04:20:29,Industrial Area,5,Yes
328,Gambling,Delhi City,28.674294,77.093404,05-04-2023,07:04:43,Downtown,1,No
329,Counterfeiting,Delhi City,28.698089,77.125114,01-04-2024,20:08:24,Industrial Area,4,No
330,POCSO Cases,Delhi City,28.725995,77.102961,02-09-2023,21:46:09,Commercial District,5,Yes
331,Arson,Delhi City,28.683494,77.11654,08-10-2023,10:48:47,Industrial Area,4,Yes
332,Cyber Crime,Delhi City,28.679207,77.100226,02-11-2024,07:35:47,Suburb,2,No
333,Gambling,Delhi City,28.685346,77.087051,10-05-2023,08:40:38,Downtown,1,No
334,Sexual Harassment,Delhi City,28.731048,77.098135,27-04-2023,13:49:06,Downtown,3,No
335,Drug Offenses,Delhi City,28.695378,77.095896,21-12-2023,07:21:18,Downtown,4,Yes
336,Sexual Harassment,Delhi City,28.720774,77.082291,02-11-2024,01:48:44,Suburb,4,No
337,Riots,Delhi City,28.676608,77.082967,15-12-2024,18:50:11,Industrial Area,4,Yes
338,Criminal Breach of Trust,Delhi City,28.68555,77.105256,30-11-2024,17:56:03,Downtown,2,No
339,Burglary,Delhi City,28.679906,77.08129,02-02-2024,05:43:27,Market Area,3,No
340,Burglary,Delhi City,28.698187,77.083725,04-01-2023,08:12:00,Residential Zone,4,Yes
341,Counterfeiting,Delhi City,28.67656,77.074174,17-04-2023,17:19:36,Downtown,3,No
342,Cyber Crime,Delhi City,28.731358,77.100165,08-01-2023,18:00:31,Suburb,2,No
343,Criminal Breach of Trust,Delhi City,28.675385,77.091612,30-10-2024,10:40:52,Suburb,2,Yes
344,Criminal Breach of Trust,Delhi City,28.720796,77.0863,07-02-2024,14:54:07,Industrial Area,1,No
345,Theft,Delhi City,28.678514,77.08189,06-02-2024,20:58:59,Residential Zone,2,No
346,Cyber Crime,Delhi City,28.677389,77.080611,02-03-2024,10:31:07,Commercial District,2,No
347,Theft,Delhi City,28.68516,77.09738,11-10-2024,20:49:32,Suburb,3,No
348,POCSO Cases,Delhi City,28.729223,77.072787,15-05-2024,22:09:17,Downtown,5,Yes
349,Sexual Harassment,Delhi City,28.707239,77.12917,24-09-2023,09:48:53,Downtown,4,Yes
350,Cheating,Delhi City,28.707583,77.091552,14-01-2023,04:23:37,Market Area,1,No
351,Gambling,Delhi City,28.713342,77.081213,03-05-2024,03:48:08,Suburb,1,No
352,Drug Offenses,Delhi City,28.733164,77.115361,05-02-2023,05:28:20,Suburb,4,Yes
353,Auto Theft,Delhi City,28.703069,77.082215,15-11-2023,15:12:15,Downtown,3,Yes
354,Theft,Delhi City,28.695263,77.098441,01-02-2023,05:11:07,Residential Zone,1,No
355,Auto Theft,Delhi City,28.710325,77.107543,17-03-2023,01:23:12,Downtown,4,No
356,Sexual Harassment,Delhi City,28.725765,77.084928,15-10-2023,02:39:18,Industrial Area,4,Yes
357,POCSO Cases,Delhi City,28.679748,77.084884,17-04-2023,19:08:49,Residential Zone,5,Yes
358,Cheating,Delhi City,28.722202,77.104709,10-05-2024,06:50:55,Market Area,2,Yes
359,Burglary,Delhi City,28.699612,77.12628,18-10-2023,17:11:32,Commercial District,3,Yes
360,Arson,Delhi City,28.685337,77.079445,28-06-2023,02:29:50,Industrial Area,3,Yes
361,POCSO Cases,Delhi City,28.71213,77.073715,27-04-2024,21:03:53,Market Area,5,Yes
362,Cheating,Delhi City,28.705676,77.0983,17-01-2024,19:29:12,Commercial District,2,No
363,Hurt,Delhi City,28.693491,77.099175,27-12-2023,18:33:58,Industrial Area,1,No
364,Sexual Harassment,Delhi City,28.72134,77.100361,06-02-2023,05:25:57,Market Area,4,No
365,POCSO Cases,Delhi City,28.73227,77.092718,22-08-2024,02:16:21,Residential Zone,4,Yes
366,Hurt,Delhi City,28.706778,77.075047,15-11-2024,04:40:52,Commercial District,3,Yes
367,Hurt,Delhi City,28.732383,77.114928,13-08-2023,14:16:36,Commercial District,3,No
368,Cheating,Delhi City,28.688154,77.116009,11-01-2024,00:58:11,Industrial Area,2,No
369,Criminal Breach of Trust,Delhi City,28.680895,77.116442,13-03-2023,03:24:09,Residential Zone,3,Yes
370,Theft,Delhi City,28.692822,77.101629,10-01-2024,01:13:25,Industrial Area,2,No
371,Cyber Crime,Delhi City,28.717894,77.079544,13-08-2023,13:11:42,Suburb,3,Yes
372,Gambling,Delhi City,28.707576,77.087245,22-12-2024,15:53:49,Residential Zone,1,No
373,Riots,Delhi City,28.70572,77.081638,14-08-2024,16:41:39,Commercial District,5,Yes
374,Counterfeiting,Delhi City,28.682383,77.119261,10-09-2024,08:02:27,Market Area,3,No
375,Theft,Delhi City,28.709913,77.112355,08-02-2023,03:32:14,Market Area,3,No
376,Auto Theft,Delhi City,28.697608,77.129011,29-08-2024,11:51:53,Suburb,4,Yes
377,Cyber Crime,Delhi City,28.687072,77.090232,08-11-2023,05:00:16,Commercial District,4,No
378,Burglary,Delhi City,28.712117,77.103131,19-06-2023,21:34:20,Residential Zone,2,No
379,Sexual Harassment,Delhi City,28.720394,77.11331,22-10-2024,16:10:35,Industrial Area,3,No
380,Burglary,Delhi City,28.702396,77.121946,29-02-2024,05:43:01,Industrial Area,2,No
381,Burglary,Delhi City,28.712213,77.126588,08-06-2023,20:09:26,Industrial Area,3,Yes
382,Drug Offenses,Delhi City,28.701676,77.123689,04-05-2024,21:08:23,Market Area,5,Yes
383,POCSO Cases,Delhi City,28.691512,77.1152,09-03-2024,18:15:26,Market Area,5,Yes
384,Sexual Harassment,Delhi City,28.701629,77.081716,25-07-2023,04:07:45,Suburb,4,No
385,Counterfeiting,Delhi City,28.701639,77.086948,17-06-2023,05:39:22,Industrial Area,3,No
386,Auto Theft,Delhi City,28.707293,77.076498,27-12-2023,09:59:36,Industrial Area,3,No
387,Sexual Harassment,Delhi City,28.695642,77.089344,14-06-2024,17:05:03,Suburb,4,Yes
388,Burglary,Delhi City,28.701367,77.092663,17-12-2024,03:59:24,Industrial Area,3,Yes
389,Gambling,Delhi City,28.719932,77.119709,13-07-2023,18:32:41,Industrial Area,1,No
390,Burglary,Delhi City,28.720294,77.097622,12-08-2023,00:43:55,Downtown,4,No
391,Arson,Delhi City,28.715275,77.105029,27-10-2023,09:41:49,Downtown,4,No
392,Riots,Delhi City,28.704336,77.091407,02-09-2023,20:04:29,Downtown,4,Yes
393,Hurt,Delhi City,28.688158,77.129748,16-03-2024,17:29:44,Industrial Area,1,No
394,Criminal Breach of Trust,Delhi City,28.70945,77.090828,09-10-2023,19:22:02,Industrial Area,2,No
395,Gambling,Delhi City,28.698725,77.101887,26-11-2023,14:21:31,Downtown,1,No
396,Hurt,Delhi City,28.686563,77.115147,26-02-2023,08:19:41,Downtown,3,No
397,Counterfeiting,Delhi City,28.675054,77.11013,22-09-2023,18:31:42,Downtown,4,No
398,Criminal Breach of Trust,Delhi City,28.67991,77.098707,20-03-2024,08:14:20,Residential Zone,2,Yes
399,Burglary,Delhi City,28.716071,77.112712,18-06-2024,05:36:34,Industrial Area,3,Yes
400,Burglary,Delhi City,28.719106,77.124987,01-01-2023,14:10:30,Downtown,3,No
401,Theft,Delhi City,28.723657,77.076735,20-02-2024,03:42:15,Downtown,3,Yes
402,Sexual Harassment,Delhi City,28.727204,77.094888,04-10-2024,10:17:54,Market Area,4,Yes
403,Auto Theft,Delhi City,28.728593,77.083849,11-12-2023,08:57:16,Downtown,2,No
404,Arson,Delhi City,28.691257,77.072834,12-08-2023,22:18:37,Market Area,5,Yes
405,Drug Offenses,Delhi City,28.723772,77.114132,20-11-2024,20:15:00,Industrial Area,4,Yes
406,Auto Theft,Delhi City,28.723671,77.12456,24-10-2024,03:07:54,Downtown,3,No
407,Auto Theft,Delhi City,28.692682,77.098494,01-07-2023,00:31:00,Industrial Area,4,No
408,POCSO Cases,Delhi City,28.676247,77.107765,14-06-2023,02:51:14,Residential Zone,4,Yes
409,Auto Theft,Delhi City,28.701683,77.088769,05-02-2023,04:31:51,Residential Zone,3,Yes
410,Gambling,Delhi City,28.699579,77.102635,24-06-2024,02:39:45,Commercial District,1,No
411,Sexual Harassment,Delhi City,28.720646,77.102113,19-02-2023,01:50:51,Market Area,4,Yes
412,POCSO Cases,Delhi City,28.697994,77.111231,19-12-2024,17:23:13,Commercial District,5,Yes
413,Auto Theft,Delhi City,28.676944,77.07332,06-06-2024,18:09:19,Commercial District,3,No
414,Sexual Harassment,Delhi City,28.714668,77.124505,03-05-2024,00:29:51,Residential Zone,3,No
415,Auto Theft,Delhi City,28.686685,77.106693,15-03-2024,15:01:47,Commercial District,2,No
416,Counterfeiting,Delhi City,28.697494,77.126725,23-01-2023,08:06:24,Suburb,3,No
417,Criminal Breach of Trust,Delhi City,28.713368,77.09925,24-03-2024,15:16:27,Downtown,1,No
418,Sexual Harassment,Delhi City,28.693957,77.126491,29-06-2024,15:15:29,Suburb,4,Yes
419,Burglary,Delhi City,28.68368,77.117795,21-03-2023,12:08:46,Industrial Area,2,No
420,Auto Theft,Delhi City,28.687035,77.117254,03-06-2023,06:48:06,Industrial Area,2,No
421,Sexual Harassment,Delhi City,28.679287,77.10944,17-04-2024,15:16:01,Commercial District,4,No
422,Criminal Breach of Trust,Delhi City,28.710615,77.099347,22-07-2024,11:02:23,Market Area,3,Yes
423,Counterfeiting,Delhi City,28.731756,77.124787,21-01-2024,08:10:51,Market Area,4,No
424,POCSO Cases,Delhi City,28.697201,77.08226,15-10-2023,20:11:23,Commercial District,5,Yes
425,Gambling,Delhi City,28.676668,77.077835,09-06-2024,09:20:58,Downtown,1,No
426,Arson,Delhi City,28.703237,77.086354,31-10-2023,12:56:06,Suburb,3,No
427,Theft,Delhi City,28.697569,77.121811,09-09-2023,19:10:13,Commercial District,3,Yes
428,Burglary,Delhi City,28.720026,77.09855,08-12-2023,20:21:58,Commercial District,3,Yes
429,POCSO Cases,Delhi City,28.684353,77.119323,14-05-2023,07:42:18,Commercial District,5,Yes
430,Sexual Harassment,Delhi City,28.695958,77.087611,31-10-2024,12:32:42,Market Area,4,No
431,Hurt,Delhi City,28.706359,77.105452,18-07-2023,08:07:05,Residential Zone,3,No
432,Burglary,Delhi City,28.706765,77.089062,18-06-2023,15:43:41,Residential Zone,3,No
433,Cheating,Delhi City,28.704927,77.083292,02-09-2023,15:28:32,Industrial Area,2,Yes
434,Sexual Harassment,Delhi City,28.688386,77.080892,20-11-2024,16:59:20,Commercial District,3,No
435,Theft,Delhi City,28.687986,77.085351,04-10-2023,04:27:36,Industrial Area,2,No
436,Criminal Breach of Trust,Delhi City,28.679116,77.121695,15-10-2024,11:21:12,Commercial District,1,No
437,Drug Offenses,Delhi City,28.733006,77.104643,18-02-2024,04:48:48,Residential Zone,4,Yes
438,Sexual Harassment,Delhi City,28.68111,77.121959,19-09-2023,22:34:40,Industrial Area,4,No
439,Theft,Delhi City,28.730859,77.083869,13-10-2024,03:39:31,Suburb,3,No
440,Theft,Delhi City,28.709833,77.130066,30-03-2023,01:26:11,Suburb,3,Yes
441,Drug Offenses,Delhi City,28.680166,77.117115,18-09-2024,01:29:21,Residential Zone,4,Yes
442,Riots,Delhi City,28.72955,77.100455,13-03-2023,20:59:24,Commercial District,4,Yes
443,Gambling,Delhi City,28.705758,77.080074,11-09-2023,01:02:31,Downtown,1,Yes
444,Riots,Delhi City,28.679943,77.117896,31-10-2024,11:35:51,Suburb,4,Yes
445,Cyber Crime,Delhi City,28.676166,77.091742,20-10-2024,04:19:20,Industrial Area,2,No
446,Sexual Harassment,Delhi City,28.705841,77.127068,22-10-2023,02:07:18,Market Area,3,Yes
447,Arson,Delhi City,28.701705,77.082746,23-05-2023,05:56:51,Suburb,4,No
448,Riots,Delhi City,28.729357,77.075089,04-03-2023,19:37:31,Residential Zone,5,Yes
449,Drug Offenses,Delhi City,28.721304,77.079679,26-08-2024,14:00:57,Suburb,3,Yes
450,POCSO Cases,Delhi City,28.715874,77.125551,18-06-2024,22:14:29,Residential Zone,4,No
451,Criminal Breach of Trust,Delhi City,28.709768,77.081706,23-04-2024,01:04:25,Residential Zone,3,Yes
452,Criminal Breach of Trust,Delhi City,28.706241,77.104656,16-09-2024,18:41:40,Industrial Area,2,No
453,Criminal Breach of Trust,Delhi City,28.710997,77.107425,27-01-2023,12:28:26,Suburb,3,No
454,Counterfeiting,Delhi City,28.705101,77.115959,06-12-2024,16:37:03,Suburb,3,No
455,POCSO Cases,Delhi City,28.718902,77.07618,17-02-2023,07:00:40,Industrial Area,5,No
456,Hurt,Delhi City,28.684429,77.103322,17-04-2024,11:41:28,Residential Zone,2,No
457,POCSO Cases,Delhi City,28.692701,77.118729,24-09-2024,01:43:35,Commercial District,5,Yes
458,Gambling,Delhi City,28.727228,77.113279,18-06-2023,04:00:44,Residential Zone,1,No
459,Hurt,Delhi City,28.717361,77.073522,03-12-2023,23:10:15,Residential Zone,3,No
460,Arson,Delhi City,28.680082,77.104958,01-02-2024,21:28:48,Market Area,3,Yes
461,Cheating,Delhi City,28.708621,77.086413,15-10-2024,17:31:33,Commercial District,2,No
462,Drug Offenses,Delhi City,28.713123,77.106424,22-02-2023,14:44:06,Suburb,5,No
463,Counterfeiting,Delhi City,28.716676,77.10201,17-06-2023,08:33:37,Market Area,3,No
464,Riots,Delhi City,28.716547,77.083954,04-01-2023,06:59:02,Downtown,3,Yes
465,Burglary,Delhi City,28.72399,77.120123,21-11-2024,13:36:07,Market Area,3,No
466,Burglary,Delhi City,28.706704,77.087783,11-11-2023,08:53:26,Commercial District,4,Yes
467,Theft,Delhi City,28.707568,77.098226,24-10-2023,04:55:34,Suburb,1,No
468,Riots,Delhi City,28.709011,77.112723,19-04-2023,23:15:05,Commercial District,5,Yes
469,Hurt,Delhi City,28.686467,77.073524,04-06-2023,08:59:58,Suburb,2,No
470,Riots,Delhi City,28.72537,77.093965,29-10-2024,16:18:55,Suburb,5,Yes
471,Drug Offenses,Delhi City,28.689009,77.089556,02-07-2023,15:58:11,Downtown,4,Yes
472,Gambling,Delhi City,28.730421,77.077873,20-03-2024,16:30:41,Commercial District,1,No
473,Burglary,Delhi City,28.708662,77.120839,15-08-2024,20:51:01,Downtown,4,No
474,Riots,Delhi City,28.724553,77.122262,01-07-2023,13:46:47,Suburb,4,No
475,POCSO Cases,Delhi City,28.677638,77.082819,04-08-2023,18:09:05,Industrial Area,5,Yes
476,Robbery,Delhi City,28.682879,77.099962,26-08-2024,22:41:10,Industrial Area,3,No
477,Arson,Delhi City,28.701643,77.130004,14-03-2023,07:54:54,Market Area,4,Yes
478,Counterfeiting,Delhi City,28.680924,77.075457,26-07-2023,02:54:42,Suburb,2,No
479,Burglary,Delhi City,28.691038,77.118129,12-04-2023,08:17:15,Market Area,3,Yes
480,Criminal Breach of Trust,Delhi City,28.733087,77.109496,15-01-2023,17:31:50,Industrial Area,2,Yes
481,Cheating,Delhi City,28.721332,77.085922,24-05-2024,23:07:30,Commercial District,3,No
482,Counterfeiting,Delhi City,28.718415,77.126306,29-11-2023,15:08:31,Commercial District,3,No
483,Arson,Delhi City,28.714482,77.085071,03-09-2024,15:48:13,Commercial District,3,Yes
484,Burglary,Delhi City,28.678731,77.093227,05-07-2023,22:19:00,Suburb,3,No
485,Cheating,Delhi City,28.717446,77.102045,05-11-2024,00:03:06,Suburb,2,No
486,Drug Offenses,Delhi City,28.725274,77.088427,07-08-2024,13:46:26,Industrial Area,4,Yes
487,Hurt,Delhi City,28.69402,77.07783,05-11-2023,14:14:50,Industrial Area,2,No
488,Riots,Delhi City,28.726114,77.075278,23-04-2024,13:06:10,Downtown,5,Yes
489,Counterfeiting,Delhi City,28.690118,77.079978,11-10-2024,21:57:40,Residential Zone,3,No
490,Arson,Delhi City,28.718323,77.096857,29-01-2023,11:28:26,Market Area,4,No
491,Sexual Harassment,Delhi City,28.717456,77.111393,18-12-2023,05:17:50,Suburb,5,No
492,Hurt,Delhi City,28.677472,77.079424,23-01-2024,22:32:41,Commercial District,1,No
493,Drug Offenses,Delhi City,28.694715,77.083832,07-10-2024,13:55:07,Downtown,4,Yes
494,Burglary,Delhi City,28.685292,77.081328,29-09-2024,00:08:55,Suburb,3,No
495,Criminal Breach of Trust,Delhi City,28.698717,77.105474,17-03-2024,14:12:46,Suburb,2,No
496,Auto Theft,Delhi City,28.700841,77.114645,18-07-2024,05:35:26,Industrial Area,3,Yes
497,Sexual Harassment,Delhi City,28.700988,77.085775,08-04-2024,18:43:41,Downtown,5,Yes
498,Sexual Harassment,Delhi City,28.714949,77.091985,27-05-2024,22:43:43,Downtown,4,No
499,Sexual Harassment,Delhi City,28.720198,77.080888,07-09-2023,02:50:17,Commercial District,4,Yes
500,Drug Offenses,Delhi City,28.703878,77.119975,27-10-2023,01:57:11,Market Area,4,No
501,Sexual Harassment,Delhi City,28.732076,77.107555,09-09-2023,10:15:50,Residential Zone,4,No
502,Hurt,Delhi City,28.711765,77.101808,11-02-2024,05:49:52,Market Area,2,Yes
503,Criminal Breach of Trust,Delhi City,28.723485,77.130295,05-07-2023,02:22:00,Suburb,2,No
504,Drug Offenses,Delhi City,28.68574,77.079644,29-05-2024,17:42:42,Market Area,4,Yes
505,Drug Offenses,Delhi City,28.700299,77.127687,04-11-2024,02:15:06,Industrial Area,4,No
506,Auto Theft,Delhi City,28.691617,77.077785,08-02-2023,00:28:54,Residential Zone,4,No
507,Hurt,Delhi City,28.733129,77.107178,24-10-2024,19:38:38,Residential Zone,2,No
508,Riots,Delhi City,28.684724,77.12614,18-09-2024,02:24:16,Downtown,5,Yes
509,Riots,Delhi City,28.69065,77.131646,18-02-2024,06:54:08,Suburb,4,Yes
510,Hurt,Dhanbad,23.775081,86.435137,17-07-2023,19:09:38,Peripheral Zone,2,No
511,Cyber Crime,Dhanbad,23.797092,86.453704,19-09-2024,11:17:59,Municipal Area,3,No
512,Cyber Crime,Durg-Bhilainagar,21.204804,81.348251,28-05-2023,10:58:28,Peripheral Zone,3,No
513,Cheating,Durg-Bhilainagar,21.215909,81.368087,13-08-2024,06:41:59,Town Center,1,No
514,Auto Theft,Durg-Bhilainagar,21.200678,81.354348,09-05-2023,01:52:29,Town Center,3,No
515,Riots,Durg-Bhilainagar,21.211586,81.329042,08-11-2024,03:09:40,Town Center,3,Yes
516,POCSO Cases,Durg-Bhilainagar,21.18037,81.345151,30-07-2024,09:44:06,Town Center,5,Yes
517,Theft,Faridabad,28.384598,77.296727,06-01-2023,19:26:46,Peripheral Zone,2,Yes
518,Burglary,Faridabad,28.405082,77.318373,28-01-2024,04:38:10,Town Center,3,No
519,Cheating,Faridabad,28.42042,77.293833,02-09-2023,12:11:38,Peripheral Zone,2,Yes
520,Cyber Crime,Faridabad,28.400961,77.297493,20-03-2024,14:40:47,Town Center,3,No
521,Drug Offenses,Faridabad,28.419108,77.325535,01-02-2024,03:26:51,Town Center,5,Yes
522,Hurt,Faridabad,28.392467,77.319509,14-07-2024,06:34:42,Town Center,2,No
523,Drug Offenses,Faridabad,28.39024,77.300587,13-01-2023,12:26:28,Municipal Area,3,No
524,Theft,Faridabad,28.432677,77.341292,04-09-2024,01:24:58,Municipal Area,2,No
525,Theft,Faridabad,28.423755,77.337385,30-03-2023,01:36:26,Municipal Area,2,No
526,Counterfeiting,Faridabad,28.428988,77.308933,05-02-2023,22:59:24,Town Center,3,No
527,Counterfeiting,Faridabad,28.400754,77.302197,26-09-2024,14:33:29,Peripheral Zone,3,No
528,Drug Offenses,Ghaziabad,28.650755,77.459999,25-01-2023,16:53:43,Peripheral Zone,3,Yes
529,Riots,Ghaziabad,28.655568,77.423816,09-05-2023,11:08:47,Municipal Area,3,No
530,Hurt,Ghaziabad,28.648606,77.448536,02-10-2023,19:01:51,Town Center,2,Yes
531,Auto Theft,Ghaziabad,28.642331,77.438602,12-08-2024,01:00:06,Municipal Area,3,Yes
532,Sexual Harassment,Ghaziabad,28.645888,77.468216,02-09-2024,19:10:31,Town Center,5,No
533,Hurt,Ghaziabad,28.675564,77.434467,15-05-2023,19:48:43,Town Center,1,No
534,Riots,Ghaziabad,28.650043,77.429432,08-01-2024,11:08:52,Peripheral Zone,4,Yes
535,Counterfeiting,Ghaziabad,28.649677,77.43075,14-10-2024,15:46:06,Town Center,4,No
536,Drug Offenses,Ghaziabad,28.673809,77.443911,08-12-2024,13:24:48,Peripheral Zone,4,Yes
537,Theft,Ghaziabad,28.686965,77.429883,01-01-2024,04:00:38,Municipal Area,2,No
538,Arson,Gwalior,26.214727,78.186976,16-08-2024,03:31:21,Peripheral Zone,4,Yes
539,Criminal Breach of Trust,Gwalior,26.214769,78.16826,19-12-2023,09:19:10,Municipal Area,2,Yes
540,Auto Theft,Gwalior,26.204012,78.195193,29-01-2024,09:24:51,Municipal Area,2,No
541,Auto Theft,Gwalior,26.204035,78.176178,17-12-2024,20:59:37,Town Center,4,Yes
542,Criminal Breach of Trust,Gwalior,26.226281,78.153856,04-01-2024,22:07:26,Municipal Area,2,Yes
543,POCSO Cases,Gwalior,26.239828,78.16572,11-04-2024,21:36:28,Town Center,5,Yes
544,Cyber Crime,Gwalior,26.206307,78.210242,18-01-2023,20:09:36,Municipal Area,4,No
545,POCSO Cases,Gwalior,26.214377,78.191695,29-01-2023,20:00:34,Municipal Area,4,Yes
546,Theft,Gwalior,26.213363,78.203746,28-11-2023,06:07:44,Peripheral Zone,1,No
547,Cheating,Gwalior,26.196749,78.185935,11-04-2024,05:41:54,Peripheral Zone,2,No
548,Arson,Hyderabad,17.412617,78.470829,27-08-2023,05:28:21,Town Center,4,Yes
549,Gambling,Hyderabad,17.372649,78.51498,06-04-2024,04:06:50,Peripheral Zone,2,No
550,Cheating,Hyderabad,17.383741,78.509726,31-03-2024,17:09:51,Municipal Area,2,Yes
551,Gambling,Hyderabad,17.369207,78.508596,12-05-2023,02:14:26,Municipal Area,2,No
552,Theft,Hyderabad,17.373992,78.515655,16-10-2023,12:00:31,Municipal Area,2,No
553,Arson,Hyderabad,17.363388,78.457892,14-06-2024,15:58:38,Peripheral Zone,4,No
554,Theft,Hyderabad,17.360259,78.478284,03-07-2023,05:23:22,Municipal Area,2,No
555,Cheating,Hyderabad,17.404319,78.468089,30-09-2023,07:18:22,Town Center,1,No
556,Riots,Hyderabad,17.402063,78.491902,30-08-2024,12:34:52,Peripheral Zone,3,No
557,Criminal Breach of Trust,Hyderabad,17.395489,78.488021,03-04-2024,23:42:17,Municipal Area,1,No
558,Counterfeiting,Hyderabad,17.365105,78.494509,07-03-2023,21:28:11,Municipal Area,4,Yes
559,Drug Offenses,Hyderabad,17.408831,78.497099,05-08-2023,21:16:39,Town Center,4,Yes
560,Cheating,Hyderabad,17.402132,78.505783,01-11-2023,09:40:27,Municipal Area,2,No
561,Counterfeiting,Hyderabad,17.388159,78.496231,18-04-2024,15:21:48,Town Center,2,No
562,Hurt,Hyderabad,17.383748,78.481326,18-06-2023,01:06:56,Peripheral Zone,2,No
563,Cheating,Hyderabad,17.374018,78.47518,01-03-2024,00:25:05,Peripheral Zone,1,No
564,POCSO Cases,Hyderabad,17.389074,78.508571,17-04-2024,18:01:53,Municipal Area,5,Yes
565,Attempt to Murder,Hyderabad,17.389797,78.47881,11-07-2024,19:11:55,Town Center,3,No
566,Gambling,Hyderabad,17.394456,78.502316,20-01-2024,12:10:21,Town Center,2,No
567,Sexual Harassment,Hyderabad,17.391202,78.476496,24-08-2023,17:10:30,Town Center,5,Yes
568,Cheating,Hyderabad,17.386694,78.473213,10-08-2023,02:56:40,Municipal Area,2,No
569,Riots,Hyderabad,17.397989,78.493773,17-11-2024,12:30:58,Town Center,5,Yes
570,Cyber Crime,Hyderabad,17.365113,78.481511,14-01-2024,16:48:51,Town Center,3,Yes
