Crime_ID,Crime_Type,Location,Latitude,Longitude,Date,Time,Area,Severity,Arrest_Made
CRM-00282,Robbery,Westside,34.045290,-118.330687,2026-05-07,07:29,Residential,High,0
CRM-00283,Drug Offense,Uptown,34.076580,-118.287900,2026-02-18,15:17,Park,High,1
CRM-00284,Vandalism,Uptown,34.087042,-118.281069,2024-06-22,19:18,Commercial,Low,0
CRM-00285,Vandalism,Eastside,34.038212,-118.203634,2025-09-06,12:00,Residential,Low,0
CRM-00286,Robbery,Westside,34.048041,-118.351195,2025-01-31,02:36,Transit Station,High,0
CRM-00287,Burglary,Westside,34.027679,-118.344976,2024-05-12,09:26,Transit Station,High,0
CRM-00288,Fraud,Uptown,34.075532,-118.275145,2025-12-22,23:41,Commercial,Low,0
CRM-00289,Burglary,Downtown,34.065525,-118.239121,2025-08-06,21:48,Transit Station,Low,0
CRM-00290,Drug Offense,Industrial District,34.007317,-118.219806,2024-02-12,06:21,Transit Station,Medium,1
CRM-00291,Fraud,Eastside,34.025343,-118.202315,2024-10-07,16:54,Commercial,Low,0
CRM-00292,Drug Offense,Industrial District,34.011125,-118.222212,2024-11-09,05:08,Transit Station,Medium,1
CRM-00293,Fraud,Eastside,34.025256,-118.184587,2025-11-10,13:04,Industrial,Low,1
CRM-00294,Robbery,Downtown,34.059619,-118.244921,2024-09-16,14:47,Nightclub District,High,0
CRM-00295,Vandalism,Downtown,34.046372,-118.236062,2024-05-17,18:16,Nightclub District,Low,0
CRM-00296,Fraud,Downtown,34.062499,-118.235536,2024-01-04,05:52,Commercial,Low,0
CRM-00297,Theft,Industrial District,33.998707,-118.228954,2025-08-18,08:36,Transit Station,Medium,0
CRM-00298,Shoplifting,Industrial District,34.007129,-118.233722,2024-06-08,06:29,Transit Station,Low,1
CRM-00299,Theft,Downtown,34.053677,-118.237226,2024-07-11,10:29,Nightclub District,Medium,0
CRM-00300,Vandalism,Parkside,34.086753,-118.203833,2024-01-17,19:48,School Zone,Low,0
CRM-00301,Shoplifting,Uptown,34.087073,-118.291247,2024-07-05,09:00,Commercial,Low,1
CRM-00302,Vandalism,Parkside,34.092112,-118.198264,2026-02-07,15:51,School Zone,Low,0
CRM-00303,Shoplifting,Downtown,34.057740,-118.239513,2025-12-17,18:08,Commercial,Low,0
CRM-00304,Burglary,Uptown,34.081368,-118.281843,2025-06-18,19:20,Commercial,Medium,1
CRM-00305,Theft,Eastside,34.029825,-118.202110,2025-06-29,23:08,Industrial,Medium,0
CRM-00306,Theft,Westside,34.050509,-118.352531,2026-04-25,08:32,Transit Station,Medium,0
CRM-00307,Shoplifting,Harbor Area,33.733079,-118.267104,2025-03-23,09:46,Commercial,Low,1
CRM-00308,Fraud,Westside,34.032046,-118.323440,2024-08-01,12:12,Residential,Low,1
CRM-00309,Drug Offense,Uptown,34.077243,-118.260783,2025-08-11,13:34,Park,Medium,1
CRM-00310,Assault,Suburbs,34.130636,-118.183634,2025-01-24,05:12,Residential,High,1
CRM-00311,Robbery,Uptown,34.093532,-118.273115,2024-08-01,15:58,Residential,High,0
CRM-00312,Vandalism,Harbor Area,33.740139,-118.260230,2024-03-08,20:05,Industrial,Low,0
CRM-00313,Vandalism,Suburbs,34.122180,-118.186602,2024-01-22,10:30,School Zone,Medium,0
CRM-00314,Theft,Suburbs,34.132036,-118.183527,2025-05-12,08:20,School Zone,Medium,0
CRM-00315,Theft,Uptown,34.080129,-118.281784,2024-03-12,16:49,Residential,High,0
CRM-00316,Theft,Westside,34.024696,-118.349935,2025-06-28,00:24,Residential,Medium,0
CRM-00317,Vandalism,Parkside,34.077096,-118.210283,2025-04-05,22:26,Residential,Low,0
CRM-00318,Drug Offense,Industrial District,34.003958,-118.228586,2025-07-16,09:25,Transit Station,Medium,1
CRM-00319,Shoplifting,Harbor Area,33.750436,-118.259635,2025-10-27,11:18,Industrial,Low,0
CRM-00320,Theft,Westside,34.053886,-118.344805,2026-03-23,01:49,Transit Station,High,0
CRM-00321,Theft,Eastside,34.035643,-118.195560,2024-12-17,12:54,Commercial,High,0
CRM-00322,Vandalism,Suburbs,34.127783,-118.180874,2024-08-18,10:24,Park,Low,0
CRM-00323,Shoplifting,Harbor Area,33.733892,-118.262410,2024-03-26,09:41,Transit Station,Low,1
CRM-00324,Theft,Parkside,34.086524,-118.203319,2025-06-23,08:13,School Zone,High,0
CRM-00325,Assault,Harbor Area,33.741907,-118.259868,2025-03-03,17:42,Transit Station,High,0
CRM-00326,Burglary,Downtown,34.048395,-118.240458,2026-03-16,19:46,Commercial,Medium,0
CRM-00327,Robbery,Downtown,34.058527,-118.242303,2025-10-04,01:12,Transit Station,High,0
CRM-00328,Theft,Downtown,34.042894,-118.229780,2025-07-24,21:37,Nightclub District,Low,0
CRM-00329,Shoplifting,Suburbs,34.129425,-118.181386,2024-01-14,06:22,Residential,Low,0
CRM-00330,Shoplifting,Downtown,34.042460,-118.248627,2025-12-11,10:14,Transit Station,Low,0
CRM-00331,Theft,Parkside,34.093972,-118.202202,2025-01-03,05:33,Residential,Medium,0
CRM-00332,Burglary,Harbor Area,33.733502,-118.258265,2026-05-03,09:35,Industrial,High,0
CRM-00333,Robbery,Eastside,34.025016,-118.184203,2025-09-06,22:51,Residential,High,1
CRM-00334,Theft,Uptown,34.099761,-118.279176,2026-02-06,04:44,Residential,High,0
CRM-00335,Vandalism,Westside,34.050611,-118.360847,2026-03-27,21:38,Commercial,Medium,0
CRM-00336,Vandalism,Industrial District,34.022062,-118.233846,2025-05-07,05:50,Industrial,Low,0
CRM-00337,Theft,Uptown,34.093339,-118.279788,2025-02-19,01:19,Park,High,0
CRM-00338,Theft,Suburbs,34.115508,-118.174428,2025-10-02,02:48,Park,Medium,0
CRM-00339,Shoplifting,Parkside,34.090516,-118.188265,2025-08-25,23:11,Residential,Low,1
CRM-00340,Theft,Westside,34.034607,-118.358566,2025-10-31,16:52,Commercial,Medium,0
CRM-00341,Robbery,Eastside,34.045341,-118.215089,2024-02-15,01:43,Industrial,High,1
CRM-00342,Drug Offense,Downtown,34.054685,-118.249711,2024-11-26,08:33,Nightclub District,Medium,1
CRM-00343,Theft,Eastside,34.039541,-118.187437,2026-02-23,03:40,Commercial,Medium,0
CRM-00344,Assault,Eastside,34.039967,-118.191346,2024-02-12,09:19,Residential,High,0
CRM-00345,Shoplifting,Uptown,34.099572,-118.271924,2024-01-17,09:16,Commercial,Low,1
CRM-00346,Theft,Westside,34.034491,-118.340692,2025-01-13,20:01,Residential,Medium,0
CRM-00347,Assault,Uptown,34.090443,-118.282850,2024-02-25,00:43,Park,High,0
CRM-00348,Theft,Westside,34.031399,-118.345161,2025-04-30,14:27,Commercial,Medium,0
CRM-00349,Vandalism,Eastside,34.021221,-118.191797,2026-05-08,13:24,Industrial,Low,0
CRM-00350,Assault,Harbor Area,33.754599,-118.265360,2024-11-07,00:05,Transit Station,High,1
CRM-00351,Shoplifting,Harbor Area,33.745302,-118.264041,2025-05-26,08:51,Industrial,Low,1
CRM-00352,Drug Offense,Downtown,34.056926,-118.254777,2025-12-06,20:44,Commercial,Medium,1
CRM-00353,Drug Offense,Uptown,34.076798,-118.285892,2026-03-15,14:11,Residential,Medium,1
CRM-00354,Drug Offense,Eastside,34.028549,-118.178737,2026-02-23,07:00,Residential,Medium,1
CRM-00355,Theft,Suburbs,34.114899,-118.179203,2025-01-04,07:35,School Zone,Medium,0
CRM-00356,Drug Offense,Suburbs,34.123641,-118.173083,2024-08-24,10:52,Residential,Low,1
CRM-00357,Assault,Westside,34.018390,-118.333514,2025-11-01,14:30,Residential,Medium,1
CRM-00358,Robbery,Industrial District,34.014191,-118.218928,2026-02-26,19:22,Transit Station,High,0
CRM-00359,Theft,Parkside,34.102881,-118.205268,2025-11-02,05:44,Park,Medium,1
CRM-00360,Assault,Harbor Area,33.734270,-118.268282,2026-02-04,06:50,Commercial,High,1
CRM-00361,Theft,Industrial District,34.026564,-118.227514,2025-06-02,08:06,Transit Station,High,0
CRM-00362,Shoplifting,Westside,34.057555,-118.348141,2024-10-30,23:41,Transit Station,Low,1
CRM-00363,Robbery,Harbor Area,33.730768,-118.264917,2024-08-09,20:34,Commercial,High,0
CRM-00364,Assault,Westside,34.042985,-118.347955,2024-07-18,02:43,Residential,High,1
CRM-00365,Theft,Uptown,34.075804,-118.278328,2025-09-07,10:59,Commercial,High,0
CRM-00366,Robbery,Industrial District,33.995861,-118.226961,2024-04-15,08:41,Industrial,High,0
CRM-00367,Theft,Suburbs,34.126850,-118.188811,2025-06-21,03:46,Residential,Medium,0
CRM-00368,Fraud,Uptown,34.072842,-118.288096,2024-04-30,06:23,Park,Low,1
CRM-00369,Assault,Industrial District,34.013025,-118.236180,2024-01-12,15:51,Transit Station,High,1
CRM-00370,Assault,Uptown,34.082868,-118.280720,2025-09-21,03:07,Residential,High,1
CRM-00371,Vandalism,Westside,34.041248,-118.341772,2026-04-02,06:51,Commercial,Low,0
CRM-00372,Vandalism,Suburbs,34.126837,-118.200978,2024-09-14,11:14,School Zone,Medium,0
CRM-00373,Drug Offense,Parkside,34.110929,-118.196292,2026-01-14,18:13,Residential,Low,0
CRM-00374,Theft,Uptown,34.078486,-118.283272,2025-06-20,02:18,Commercial,Medium,0
CRM-00375,Theft,Uptown,34.082358,-118.280185,2026-04-10,02:35,Commercial,Medium,0
CRM-00376,Theft,Eastside,34.031120,-118.190607,2024-03-10,12:11,Commercial,High,0
CRM-00377,Robbery,Westside,34.043200,-118.339703,2025-07-01,14:37,Transit Station,High,0
CRM-00378,Robbery,Parkside,34.093724,-118.201036,2024-12-17,07:55,Residential,Medium,0
CRM-00379,Fraud,Eastside,34.023956,-118.207304,2025-07-07,11:41,Commercial,Low,1
CRM-00380,Burglary,Industrial District,34.001581,-118.223080,2025-04-26,06:57,Industrial,Medium,0
CRM-00381,Vandalism,Parkside,34.077953,-118.200759,2025-04-30,05:32,School Zone,Low,1
CRM-00382,Fraud,Westside,34.032090,-118.351680,2025-09-05,13:37,Residential,Medium,0
CRM-00383,Drug Offense,Harbor Area,33.751172,-118.256706,2025-05-21,10:50,Industrial,High,1
CRM-00384,Theft,Suburbs,34.119660,-118.174029,2025-11-28,22:15,School Zone,Medium,0
CRM-00385,Shoplifting,Uptown,34.082367,-118.290722,2025-05-21,11:53,Commercial,Low,1
CRM-00386,Theft,Suburbs,34.115459,-118.194484,2024-04-05,22:06,School Zone,Medium,0
CRM-00387,Drug Offense,Suburbs,34.124607,-118.194553,2024-08-04,13:23,Residential,Medium,1
CRM-00388,Assault,Westside,34.023470,-118.343540,2024-10-02,04:44,Commercial,High,1
CRM-00389,Fraud,Uptown,34.086599,-118.291824,2025-06-04,05:41,Park,Low,0
CRM-00390,Vandalism,Suburbs,34.127370,-118.176584,2026-01-23,17:56,Residential,Low,0
CRM-00391,Drug Offense,Downtown,34.060649,-118.244394,2025-08-10,22:44,Commercial,Medium,1
CRM-00392,Robbery,Uptown,34.083808,-118.289366,2024-06-19,20:25,Residential,High,0
CRM-00393,Shoplifting,Uptown,34.078969,-118.280338,2025-02-22,20:06,Commercial,Low,0
CRM-00394,Assault,Downtown,34.041857,-118.261221,2024-05-01,08:03,Commercial,Medium,0
CRM-00395,Drug Offense,Westside,34.043279,-118.341096,2026-02-07,16:00,Residential,Medium,1
CRM-00396,Fraud,Industrial District,34.015737,-118.232164,2024-10-13,20:29,Transit Station,Low,1
CRM-00397,Theft,Downtown,34.046271,-118.237049,2025-12-06,02:40,Transit Station,Medium,0
CRM-00398,Assault,Downtown,34.034243,-118.245408,2025-05-18,09:05,Transit Station,High,1
CRM-00399,Theft,Suburbs,34.128457,-118.200636,2026-04-01,19:06,School Zone,Low,0
CRM-00400,Theft,Industrial District,34.012616,-118.235208,2025-02-05,02:32,Transit Station,High,0
CRM-00401,Burglary,Eastside,34.032961,-118.186728,2024-06-28,04:53,Commercial,Medium,0
CRM-00402,Theft,Harbor Area,33.746501,-118.260816,2024-06-01,02:18,Commercial,High,0
CRM-00403,Vandalism,Industrial District,34.007884,-118.215560,2024-04-27,09:00,Transit Station,Medium,0
CRM-00404,Drug Offense,Industrial District,34.013795,-118.222172,2026-02-23,08:26,Industrial,Medium,1
CRM-00405,Burglary,Industrial District,34.007902,-118.247874,2025-02-22,05:30,Transit Station,Medium,1
CRM-00406,Robbery,Suburbs,34.127471,-118.176835,2025-02-04,11:43,Residential,High,0
CRM-00407,Theft,Industrial District,34.000406,-118.214741,2025-07-18,04:52,Industrial,High,0
CRM-00408,Robbery,Downtown,34.049039,-118.243098,2025-05-31,11:18,Transit Station,High,0
CRM-00409,Assault,Parkside,34.107883,-118.200525,2025-10-16,16:09,Park,High,1
CRM-00410,Assault,Harbor Area,33.760003,-118.268514,2025-07-29,00:24,Commercial,High,0
CRM-00411,Theft,Industrial District,34.002819,-118.226854,2024-12-23,00:22,Transit Station,Medium,0
CRM-00412,Robbery,Harbor Area,33.751863,-118.277726,2024-10-14,15:11,Transit Station,High,0
CRM-00413,Theft,Downtown,34.043951,-118.249080,2025-10-18,00:58,Nightclub District,Medium,0
CRM-00414,Theft,Westside,34.015553,-118.353070,2025-06-09,17:42,Residential,Medium,0
CRM-00415,Drug Offense,Parkside,34.087713,-118.199617,2025-11-26,18:37,Park,High,1
CRM-00416,Theft,Downtown,34.059001,-118.240713,2024-07-02,20:25,Nightclub District,High,1
CRM-00417,Theft,Suburbs,34.123047,-118.178336,2025-11-01,06:14,School Zone,Medium,0
CRM-00418,Shoplifting,Uptown,34.084238,-118.294058,2024-02-09,14:06,Commercial,Low,0
CRM-00419,Shoplifting,Parkside,34.090774,-118.206491,2025-08-21,10:41,School Zone,Low,0
CRM-00420,Burglary,Westside,34.034876,-118.331428,2026-02-20,05:09,Residential,Medium,1
CRM-00421,Burglary,Downtown,34.048964,-118.240054,2025-08-20,08:06,Transit Station,Medium,1
CRM-00422,Shoplifting,Downtown,34.040602,-118.249288,2024-12-04,16:23,Commercial,Low,1
CRM-00423,Fraud,Westside,34.044028,-118.341090,2025-12-23,11:20,Residential,Low,1
CRM-00424,Shoplifting,Westside,34.055272,-118.342529,2026-04-17,18:02,Commercial,Medium,0
CRM-00425,Robbery,Eastside,34.028353,-118.187706,2024-12-24,06:50,Commercial,High,0
CRM-00426,Shoplifting,Downtown,34.053696,-118.236254,2026-01-23,14:00,Commercial,Low,0
CRM-00427,Drug Offense,Suburbs,34.112962,-118.186215,2024-09-15,15:56,Park,Low,1
CRM-00428,Drug Offense,Eastside,34.034304,-118.184974,2024-10-03,20:51,Residential,Medium,1
CRM-00429,Theft,Industrial District,34.010772,-118.225831,2025-01-29,03:22,Industrial,Medium,0
CRM-00430,Drug Offense,Parkside,34.092680,-118.180853,2024-03-11,08:40,Residential,High,1
CRM-00431,Assault,Harbor Area,33.738047,-118.275381,2026-03-07,14:27,Industrial,High,0
CRM-00432,Theft,Suburbs,34.121851,-118.173985,2024-05-23,17:17,Residential,Medium,0
CRM-00433,Shoplifting,Westside,34.036406,-118.342049,2024-10-11,05:26,Residential,Low,0
CRM-00434,Vandalism,Parkside,34.099482,-118.188666,2025-01-29,07:33,School Zone,Low,0
CRM-00435,Vandalism,Parkside,34.099847,-118.207855,2024-07-14,21:24,Park,Low,0
CRM-00436,Fraud,Parkside,34.082958,-118.201174,2025-06-19,09:58,Park,Low,0
CRM-00437,Shoplifting,Uptown,34.081486,-118.287416,2024-02-09,14:04,Commercial,Low,1
CRM-00438,Theft,Eastside,34.017324,-118.178502,2024-12-25,08:38,Industrial,Medium,0
CRM-00439,Shoplifting,Suburbs,34.114434,-118.187041,2025-03-17,10:13,Residential,Low,0
CRM-00440,Theft,Downtown,34.060080,-118.248672,2025-06-28,20:17,Nightclub District,Medium,0
CRM-00441,Burglary,Westside,34.043011,-118.344923,2024-06-07,05:09,Transit Station,High,0
CRM-00442,Theft,Industrial District,34.006469,-118.225882,2025-10-03,11:21,Transit Station,Medium,0
CRM-00443,Theft,Westside,34.049684,-118.341115,2025-07-14,15:40,Transit Station,Medium,0
CRM-00444,Drug Offense,Uptown,34.077375,-118.276019,2026-05-30,07:56,Park,High,1
CRM-00445,Assault,Eastside,34.033212,-118.189194,2024-02-01,06:13,Residential,High,0
CRM-00446,Vandalism,Uptown,34.072418,-118.296666,2025-06-10,06:29,Residential,Low,1
CRM-00447,Vandalism,Uptown,34.074967,-118.289282,2024-11-18,04:50,Park,Low,1
CRM-00448,Assault,Industrial District,34.012217,-118.230106,2025-02-18,00:22,Industrial,High,0
CRM-00449,Fraud,Harbor Area,33.749003,-118.263791,2024-11-04,14:59,Transit Station,Low,0
CRM-00450,Drug Offense,Eastside,34.034119,-118.189960,2024-06-26,22:11,Commercial,Medium,1
CRM-00451,Burglary,Suburbs,34.126684,-118.178262,2024-07-13,07:31,Park,High,0
CRM-00452,Shoplifting,Eastside,34.038141,-118.185614,2026-04-15,13:31,Industrial,Low,0
CRM-00453,Fraud,Downtown,34.046285,-118.243222,2025-06-04,10:00,Nightclub District,Low,1
CRM-00454,Drug Offense,Suburbs,34.119229,-118.190220,2025-08-04,13:25,Park,Medium,1
CRM-00455,Burglary,Eastside,34.027306,-118.186450,2026-01-14,20:58,Industrial,Medium,0
CRM-00456,Theft,Parkside,34.085785,-118.210326,2025-02-07,02:18,Park,Medium,0
CRM-00457,Robbery,Westside,34.035897,-118.350966,2025-08-03,06:36,Commercial,High,0
CRM-00458,Burglary,Industrial District,34.008076,-118.237597,2024-01-12,22:09,Industrial,Medium,0
CRM-00459,Theft,Eastside,34.031980,-118.187066,2024-10-21,23:39,Industrial,Medium,0
CRM-00460,Theft,Eastside,34.055307,-118.199679,2024-06-13,12:52,Commercial,Medium,0
CRM-00461,Assault,Downtown,34.058864,-118.247754,2025-11-28,09:47,Nightclub District,High,0
CRM-00462,Burglary,Eastside,34.024844,-118.193514,2025-08-20,21:47,Residential,High,0
CRM-00463,Drug Offense,Parkside,34.092404,-118.206830,2025-10-01,18:47,Park,Medium,1
CRM-00464,Assault,Uptown,34.084695,-118.284963,2025-01-11,03:54,Park,Medium,0
CRM-00465,Theft,Suburbs,34.108502,-118.186426,2024-02-02,11:38,Residential,Medium,0
CRM-00466,Assault,Uptown,34.081887,-118.279742,2024-04-01,03:08,Commercial,High,1
CRM-00467,Assault,Downtown,34.050058,-118.245164,2025-03-05,06:40,Nightclub District,Medium,1
CRM-00468,Theft,Westside,34.044125,-118.341638,2026-05-02,09:12,Commercial,Medium,0
CRM-00469,Drug Offense,Uptown,34.080114,-118.287521,2025-10-11,07:10,Park,Medium,1
CRM-00470,Assault,Industrial District,34.022204,-118.229752,2025-05-26,10:39,Industrial,High,0
CRM-00471,Vandalism,Parkside,34.101472,-118.211000,2025-10-30,14:55,School Zone,Low,0
CRM-00472,Drug Offense,Downtown,34.044264,-118.228066,2025-09-17,07:54,Nightclub District,Medium,1
CRM-00473,Theft,Parkside,34.093051,-118.203301,2024-10-29,23:51,Residential,Medium,0
CRM-00474,Assault,Parkside,34.089919,-118.210472,2025-10-28,03:19,Park,High,0
CRM-00475,Shoplifting,Uptown,34.085679,-118.291585,2025-10-29,14:51,Commercial,Low,0
CRM-00476,Shoplifting,Suburbs,34.119871,-118.173822,2026-02-01,15:49,School Zone,Low,0
CRM-00477,Robbery,Parkside,34.090087,-118.196008,2024-08-05,07:21,Residential,High,1
CRM-00478,Robbery,Industrial District,34.009775,-118.216597,2025-04-03,03:22,Transit Station,High,1
CRM-00479,Burglary,Uptown,34.077301,-118.284812,2026-04-27,06:41,Park,Medium,0
CRM-00480,Robbery,Eastside,34.047941,-118.213124,2025-08-14,17:04,Residential,Medium,1
CRM-00481,Drug Offense,Eastside,34.039786,-118.195564,2025-03-19,10:36,Industrial,High,1
CRM-00482,Fraud,Harbor Area,33.729760,-118.256909,2026-03-18,12:36,Transit Station,Low,0
CRM-00483,Theft,Suburbs,34.127594,-118.181488,2026-04-28,08:24,School Zone,Medium,1
CRM-00484,Vandalism,Suburbs,34.123130,-118.187907,2025-02-10,22:26,Park,Low,0
CRM-00485,Robbery,Eastside,34.032152,-118.202226,2024-11-30,07:05,Residential,High,1
CRM-00486,Vandalism,Harbor Area,33.750010,-118.262680,2025-08-20,17:21,Industrial,Low,0
CRM-00487,Shoplifting,Harbor Area,33.738431,-118.262108,2025-07-12,13:32,Industrial,Low,1
CRM-00488,Theft,Parkside,34.086876,-118.213100,2026-01-29,22:15,Residential,Medium,0
CRM-00489,Robbery,Harbor Area,33.731761,-118.255896,2026-03-04,03:54,Commercial,High,0
CRM-00490,Theft,Suburbs,34.104563,-118.176577,2025-01-02,02:50,Park,High,0
CRM-00491,Theft,Industrial District,34.017347,-118.229211,2026-04-07,01:49,Transit Station,High,0
CRM-00492,Shoplifting,Uptown,34.083828,-118.283915,2025-03-21,16:22,Commercial,Low,0
CRM-00493,Vandalism,Westside,34.050549,-118.349378,2026-03-21,21:23,Transit Station,Low,0
CRM-00494,Burglary,Parkside,34.082776,-118.204471,2025-08-08,11:24,Residential,Medium,0
CRM-00495,Theft,Harbor Area,33.733928,-118.273968,2025-09-08,07:15,Commercial,Medium,0
CRM-00496,Theft,Industrial District,34.015594,-118.201122,2024-11-03,21:11,Industrial,High,1
CRM-00497,Assault,Uptown,34.087313,-118.287795,2025-10-26,09:15,Residential,High,1
CRM-00498,Burglary,Industrial District,33.999971,-118.229391,2024-09-07,22:47,Industrial,Medium,0
CRM-00499,Drug Offense,Suburbs,34.119268,-118.193128,2025-02-01,04:36,Residential,Medium,1
CRM-00500,Fraud,Westside,34.045025,-118.345650,2024-12-26,17:14,Transit Station,Low,0
CRM-00501,Theft,Downtown,34.048368,-118.241451,2024-02-28,22:24,Commercial,Medium,0
CRM-00502,Vandalism,Eastside,34.033286,-118.201264,2025-06-11,19:45,Industrial,Medium,0
CRM-00503,Theft,Westside,34.052107,-118.330130,2025-12-08,17:25,Residential,Medium,0
CRM-00504,Drug Offense,Suburbs,34.119503,-118.184994,2025-03-12,19:45,Park,Low,1
CRM-00505,Shoplifting,Eastside,34.031748,-118.194965,2024-04-04,18:43,Commercial,Low,0
CRM-00506,Vandalism,Harbor Area,33.755564,-118.286908,2024-04-18,08:04,Commercial,Low,0
CRM-00507,Vandalism,Uptown,34.081606,-118.299194,2025-07-27,23:44,Park,Low,0
CRM-00508,Drug Offense,Downtown,34.060780,-118.246214,2024-03-11,19:55,Commercial,Medium,1
CRM-00509,Theft,Suburbs,34.138773,-118.184996,2024-06-16,07:02,Residential,Low,1
CRM-00510,Fraud,Eastside,34.035876,-118.197226,2024-01-14,08:12,Industrial,Low,0
CRM-00511,Burglary,Industrial District,34.009268,-118.226908,2024-01-27,04:53,Industrial,Medium,0
CRM-00512,Fraud,Uptown,34.075223,-118.294499,2024-05-11,09:06,Residential,Low,1
CRM-00513,Drug Offense,Westside,34.047420,-118.341062,2025-11-02,14:14,Transit Station,Medium,1
CRM-00514,Shoplifting,Harbor Area,33.742107,-118.257754,2025-12-16,11:24,Commercial,Low,0
CRM-00515,Theft,Industrial District,34.001787,-118.221662,2025-07-18,18:32,Industrial,Medium,0
CRM-00516,Robbery,Harbor Area,33.743669,-118.267807,2025-11-13,00:31,Industrial,Medium,0
CRM-00517,Theft,Industrial District,34.023039,-118.207987,2024-06-19,02:09,Industrial,Medium,0
CRM-00518,Theft,Parkside,34.099391,-118.207286,2025-11-16,02:35,Park,Medium,0
CRM-00519,Burglary,Industrial District,33.994521,-118.227651,2025-05-07,15:27,Industrial,Medium,0
CRM-00520,Shoplifting,Uptown,34.091479,-118.285347,2025-02-11,10:51,Commercial,Low,0
CRM-00521,Assault,Parkside,34.098902,-118.200386,2024-09-25,05:03,Residential,High,1
CRM-00522,Theft,Harbor Area,33.732815,-118.268437,2025-02-07,10:47,Industrial,Medium,0
CRM-00523,Shoplifting,Industrial District,34.014876,-118.212882,2026-05-02,20:43,Transit Station,Low,0
CRM-00524,Shoplifting,Parkside,34.083307,-118.194381,2024-06-11,05:54,Park,Low,0
CRM-00525,Vandalism,Industrial District,34.009306,-118.225887,2024-05-20,22:04,Transit Station,Low,1
CRM-00526,Shoplifting,Eastside,34.016966,-118.183981,2025-11-08,07:06,Industrial,Low,1
CRM-00527,Theft,Uptown,34.082513,-118.288441,2024-04-07,12:33,Commercial,Medium,0
CRM-00528,Fraud,Downtown,34.055959,-118.242443,2025-04-11,22:12,Transit Station,Medium,0
CRM-00529,Assault,Industrial District,33.998754,-118.209587,2025-09-12,23:55,Transit Station,High,1
CRM-00530,Theft,Uptown,34.079540,-118.277581,2024-06-12,05:46,Park,Medium,0
CRM-00531,Shoplifting,Parkside,34.090069,-118.208839,2025-10-16,07:25,School Zone,Low,1
CRM-00532,Vandalism,Harbor Area,33.728327,-118.267711,2026-03-09,08:27,Transit Station,Low,0
CRM-00533,Assault,Industrial District,34.023831,-118.231373,2026-05-25,09:28,Industrial,High,1
CRM-00534,Theft,Westside,34.039562,-118.345767,2025-02-11,22:16,Residential,Medium,1
CRM-00535,Drug Offense,Westside,34.049093,-118.327545,2025-05-05,08:49,Commercial,Medium,1
CRM-00536,Theft,Harbor Area,33.741512,-118.269929,2026-04-08,03:54,Industrial,High,0
CRM-00537,Fraud,Westside,34.056712,-118.349792,2024-07-22,14:08,Transit Station,Medium,0
CRM-00538,Theft,Industrial District,34.013748,-118.219924,2024-09-30,03:47,Transit Station,Medium,0
CRM-00539,Assault,Industrial District,34.007587,-118.222391,2024-05-29,01:33,Transit Station,High,1
CRM-00540,Burglary,Eastside,34.020613,-118.194518,2026-04-23,05:48,Residential,Medium,0
CRM-00541,Drug Offense,Uptown,34.078408,-118.289624,2026-04-25,22:38,Residential,Medium,1
CRM-00542,Fraud,Industrial District,34.018928,-118.234330,2026-01-27,15:29,Industrial,Low,0
CRM-00543,Fraud,Uptown,34.094621,-118.288995,2024-07-13,18:54,Residential,Low,0
CRM-00544,Theft,Parkside,34.082798,-118.188643,2024-01-10,17:54,School Zone,Medium,0
CRM-00545,Fraud,Uptown,34.068641,-118.285780,2025-12-05,12:35,Commercial,Medium,0
CRM-00546,Shoplifting,Harbor Area,33.750046,-118.270093,2025-08-19,18:03,Commercial,Low,0
CRM-00547,Theft,Eastside,34.042054,-118.186434,2024-11-22,14:16,Commercial,High,0
CRM-00548,Robbery,Westside,34.041702,-118.343576,2025-06-16,08:37,Residential,High,1
CRM-00549,Fraud,Parkside,34.089096,-118.201423,2025-12-16,20:12,Residential,Low,0
CRM-00550,Burglary,Harbor Area,33.743504,-118.262537,2025-01-23,19:48,Industrial,Medium,0
CRM-00551,Drug Offense,Harbor Area,33.754190,-118.253217,2024-08-09,06:19,Industrial,Low,1
CRM-00552,Fraud,Industrial District,34.004919,-118.223119,2026-04-01,20:38,Transit Station,Low,0
CRM-00553,Shoplifting,Industrial District,34.020163,-118.221148,2024-01-09,12:26,Transit Station,Low,0
CRM-00554,Assault,Uptown,34.077262,-118.294648,2025-03-01,03:10,Residential,Medium,1
CRM-00555,Vandalism,Downtown,34.046713,-118.249362,2025-03-09,14:20,Transit Station,Low,0
CRM-00556,Theft,Suburbs,34.117768,-118.197372,2025-01-08,09:42,Residential,Low,0
CRM-00557,Fraud,Harbor Area,33.741658,-118.266866,2024-08-08,06:44,Commercial,Medium,1
CRM-00558,Vandalism,Parkside,34.093166,-118.200271,2024-02-20,14:25,School Zone,Low,0
CRM-00559,Fraud,Suburbs,34.109012,-118.176124,2024-07-23,20:36,Residential,Low,0
CRM-00560,Theft,Industrial District,34.020201,-118.232256,2025-12-18,17:28,Transit Station,Medium,0
CRM-00561,Fraud,Downtown,34.047525,-118.246128,2024-08-11,23:44,Commercial,Low,0
CRM-00562,Theft,Westside,34.037944,-118.354087,2025-09-10,02:30,Commercial,Low,0
